Código;Grupo/Família (Abrev.);Nome do produto;Unidade;Preco_Unit;Cobre_kg;PVC_kg;Skin_kg;Embalagem_kg;Peso_Total_kg
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F093;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AMARELO VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F094;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM AZUL VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F095;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM VERDE VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F096;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F096B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM BRANCO VOLTMASTER NBR 9117 METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;326.8077;4.8;2.236;0.0;0.0133;7.0493
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;326.8077;2.97;2.35;0.0;0.019;5.339
F137;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER 100M;RL;326.8077;3.08;2.3;0.0;0.019;5.399
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;3.2681;4.8;2.236;0.0;0.0133;7.0493
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;3.2681;2.97;2.35;0.0;0.019;5.339
F137B;CEL-FLEX 6,0MM;CABO ELETRICO FLEXIVEL 6,0MM CINZA VOLTMASTER METRO (BOBINA);M;3.2681;3.08;2.3;0.0;0.019;5.399
PL023;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL024;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL032;CEL-PL 2 X 0,50MM;CORDAO PARALELO POLARIZADO 2X0,50MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL020B;CEL-PL 2 X 0,75MM;CORDAO PARALELO POLARIZADO 2X0,75MM MARROM VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL016;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL016B;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM BRANCO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL018;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL018B;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PL021;CEL-PL 2 X 1,0MM;CORDAO PARALELO POLARIZADO 2X1,0MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL013;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL010*;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL013*;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL013B;CEL-PL 2X1,5MM;CORDAO PARALELO POLARIZADO 2X1,5MM PRETO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL011*;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL014*;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL014B;CEL-PL 2X2,5MM;CORDAO PARALELO POLARIZADO 2X2,5MM PRETO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL006B;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM BRANCO VOLTMASTER METRO [BOBINA];M;0.0;0.0;0.0;0.0;0.0;0.0
PL006;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM BRANCO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PL012;CEL-PL 2X4,0MM;CORDAO PARALELO POLARIZADO 2X4,0MM MARROM VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP010;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO VOLTMASTER 100M;RL;0.0;0.0;0.0;0.0;0.0;0.0
PP010B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP020B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X0,50MM PRETO VOLTMASTER METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP022B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X1,0MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP024B;CEL-PP 2X1,5MM;CABO DE CONTROLE 4X2,5MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
PP061B;CEL-PP 2X1,5MM;CABO DE CONTROLE 2X0,75MM PRETO VOLTMASTER METRO;M;0.0;0.0;0.0;0.0;0.0;0.0
N015B;CEN;CABO ELETRICO DE COBRE NU 150,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N016B;CEN;CABO ELETRICO DE COBRE NU 120,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NC010B;CEN-CABO NU 70,0MM;CABO ELETRICO DE COBRE NU 70,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB003;CEN-CABO NU 70,0MM;CABO COBRE NU 70,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
CN001B;CEN-CORDA DE COBRE NU 4,0;CORDA DE COBRE NU 4,0MM 58 FIOS 0,280MM METRO (BOBINA);M;2.2533;0.0;0.0;0.0;0.0;0.0
N001B;CEN-NU 10,0MM;CABO ELETRICO DE COBRE NU 10,0MM METRO (BOBINA);M;8.7995;0.0;0.0;0.0;0.0;0.0
NC001;CEN-NU 35,0MM;CABO COBRE NU 35,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NC002;CEN-NU 35,0MM;CABO COBRE NU 70,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB001;CEN-NU 35,0MM;CABO COBRE NU 35,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
NB002;CEN-NU 35,0MM;CABO COBRE NU 50,0MM BIMETALICO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N011B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 10,0MM 7 PERNAS METRO (BOBINA);M;8.7995;0.0;0.0;0.0;0.0;0.0
N012B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 35,0MM 7 PERNAS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N013B;CEN;CABO ELETRICO DE COBRE NU 240,0MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N014B;CEN;CABO ELETRICO DE COBRE NU 185,0 MM 19 FIOS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
2599;CEN-NU 10,0MM;CABO ELETRICO DE COBRE NU 10,0MM METRO (BOBINA);M;8.7995;0.0;0.0;0.0;0.0;0.0
N002B;CEN-NU 16,0MM;CABO ELETRICO DE COBRE NU 16,0MM METRO (BOBINA);M;13.3814;0.0;0.0;0.0;0.0;0.0
N004B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 35,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N009B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 70,0MM 7 PERNAS METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N010B;CEN-NU 35,0MM;CABO ELETRICO DE COBRE NU 95,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
1874;CEN-NU 35,0MM;CABO COBRE NU 35,0MM 7 FIOS;M;0.0;0.0;0.0;0.0;0.0;0.0
1916;CEN-NU 35,0MM;CABO COBRE NU 70,0MM ACO COBREADO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N003B;CEN-NU 5,0MM;CABO ELETRICO DE COBRE NU 25,0MM METRO (BOBINA);M;20.0097;0.0;0.0;0.0;0.0;0.0
N005B;CEN-NU 50,0MM;CABO ELETRICO DE COBRE NU 50,0MM METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
N007B;CEN-NU 50,0MM;CABO ELETRICO DE COBRE NU 50,0MM 7 FIOS NBR 5419 NBR 6524 METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP074B;CH19M-CABO CONTROLE;CABO DE CONTROLE PP 3X4,0MM PRETO 1KV MAXFIO# METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;13.3814;12.1;4.9;0.0;0.03;17.03
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
K004I;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM PRETO 1KV 90º(NAO UTILIZAR);M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;13.3814;12.1;4.9;0.0;0.03;17.03
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
K005;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM VERMELHO 1KV 90º;M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;8.7995;8.038;3.402;0.0;0.0133;11.4533
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;8.7995;4.62;3.8;0.0;0.025;8.445
K001;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM PRETO 1KV 90º;M;8.7995;5.5;3.6;0.0;0.025;9.125
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;8.7995;8.038;3.402;0.0;0.0133;11.4533
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;8.7995;4.62;3.8;0.0;0.025;8.445
K002;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM VERMELHO 1KV 90º;M;8.7995;5.5;3.6;0.0;0.025;9.125
K008;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 25,0MM VERMELHO 1KV 90º;M;20.0097;0.0;0.0;0.0;0.0;0.0
K009;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 25,0MM AZUL 1KV 90º;M;20.0097;0.0;0.0;0.0;0.0;0.0
K010;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM PRETO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K011;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K012;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K024;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 120,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K035;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 35,0MM VERDE 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;3.2681;4.8;2.236;0.0;0.0133;7.0493
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;3.2681;2.97;2.35;0.0;0.019;5.339
K037;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM PRETO 1KV 90º;M;3.2681;3.08;2.3;0.0;0.019;5.399
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;2.2533;3.126;1.709;0.0;0.0133;4.8483
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;2.2533;1.76;1.9;0.0;0.018;3.678
K038;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM AZUL 1KV 90º;M;2.2533;1.98;1.8;0.0;0.018;3.798
K039;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM VERDE 1KV 90º;M;2.2533;3.126;1.709;0.0;0.0133;4.8483
K039;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM VERDE 1KV 90º;M;2.2533;1.76;1.9;0.0;0.018;3.678
K039;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM VERDE 1KV 90º;M;2.2533;1.98;1.8;0.0;0.018;3.798
PP045B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP4X4,0MM AMARELO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
K040;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 1,5MM PRETO 1KV 90º;M;0.9146;1.228;0.9;0.0;0.0133;2.1413
K040;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 1,5MM PRETO 1KV 90º;M;0.9146;0.66;1.12;0.0;0.013;1.793
K040;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 1,5MM PRETO 1KV 90º;M;0.9146;0.77;1.1;0.0;0.013;1.883
K050;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM BRANCO 1KV 90º;M;3.2681;4.8;2.236;0.0;0.0133;7.0493
K050;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM BRANCO 1KV 90º;M;3.2681;2.97;2.35;0.0;0.019;5.339
K050;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM BRANCO 1KV 90º;M;3.2681;3.08;2.3;0.0;0.019;5.399
K051;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM VERMELHO 1KV 90º;M;3.2681;4.8;2.236;0.0;0.0133;7.0493
K051;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM VERMELHO 1KV 90º;M;3.2681;2.97;2.35;0.0;0.019;5.339
K051;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 6,0MM VERMELHO 1KV 90º;M;3.2681;3.08;2.3;0.0;0.019;5.399
K016;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 70,0MM PRETO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K017;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 70,0MM VERMELHO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K018;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 70,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K019;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 95,0MM PRETO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K053;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM BRANCO 1KV 90º;M;2.2533;3.126;1.709;0.0;0.0133;4.8483
K053;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM BRANCO 1KV 90º;M;2.2533;1.76;1.9;0.0;0.018;3.678
K053;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM BRANCO 1KV 90º;M;2.2533;1.98;1.8;0.0;0.018;3.798
K054;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM CINZA 1KV 90º;M;2.2533;3.126;1.709;0.0;0.0133;4.8483
K054;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM CINZA 1KV 90º;M;2.2533;1.76;1.9;0.0;0.018;3.678
K054;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 4,0MM CINZA 1KV 90º;M;2.2533;1.98;1.8;0.0;0.018;3.798
K055;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 70,0MM VERDE 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K056;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 95,0MM VERDE 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
PP064B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 5X2,5MM PRETO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
K058;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 150,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K060;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 1,5MM AZUL 1KV 90º;M;0.9146;1.228;0.9;0.0;0.0133;2.1413
K060;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 1,5MM AZUL 1KV 90º;M;0.9146;0.66;1.12;0.0;0.013;1.793
K060;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 1,5MM AZUL 1KV 90º;M;0.9146;0.77;1.1;0.0;0.013;1.883
K061;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM PRETO 1KV 90º;M;1.3722;2.0;1.0;0.0;0.0133;3.0133
K061;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM PRETO 1KV 90º;M;1.3722;1.1;1.5;0.0;0.016;2.616
K061;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM PRETO 1KV 90º;M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
K062;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM AZUL 1KV 90º;M;3.2681;4.8;2.236;0.0;0.0133;7.0493
K062;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM AZUL 1KV 90º;M;3.2681;2.97;2.35;0.0;0.019;5.339
K062;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM AZUL 1KV 90º;M;3.2681;3.08;2.3;0.0;0.019;5.399
K063;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM VERDE 1KV 90º;M;3.2681;4.8;2.236;0.0;0.0133;7.0493
K063;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM VERDE 1KV 90º;M;3.2681;2.97;2.35;0.0;0.019;5.339
K063;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 6,0MM VERDE 1KV 90º;M;3.2681;3.08;2.3;0.0;0.019;5.399
K064;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 240,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
K065;CH19M-HEPR/1KV FLEXIVEL;NAO USAR CABO ELETREFLEX HEPR 2,5MM AZUL 1KV 90º;M;1.3722;2.0;1.0;0.0;0.0133;3.0133
K065;CH19M-HEPR/1KV FLEXIVEL;NAO USAR CABO ELETREFLEX HEPR 2,5MM AZUL 1KV 90º;M;1.3722;1.1;1.5;0.0;0.016;2.616
K065;CH19M-HEPR/1KV FLEXIVEL;NAO USAR CABO ELETREFLEX HEPR 2,5MM AZUL 1KV 90º;M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
K069;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 300,0MM AZUL 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
PP075B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 6X1,0MM PRETO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
CABOHPR;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO HEPR 300MM;M;0.0;220.0;58.0;28.0;0.0;306.0
K070;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AMARELO 1KV 90º;M;13.3814;12.1;4.9;0.0;0.03;17.03
K070;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AMARELO 1KV 90º;M;13.3814;7.74;4.267;0.0;0.025;12.032000000000002
K070;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 16,0MM AMARELO 1KV 90º;M;13.3814;8.64;0.0;0.0;0.025;8.665000000000001
PP079B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 6X2,5MM PRETO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP080B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 6X1,5MM BRANCO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP089B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 5X1,5MM PRETO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
PP090B;CH19M-HEPR/1KV FLEXIVEL;CABO DE CONTROLE PP 7X1,5MM PRETO 1KV MAXFIO METRO (BOBINA);M;0.0;0.0;0.0;0.0;0.0;0.0
K091;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM AMARELO 1KV 90º;M;8.7995;8.038;3.402;0.0;0.0133;11.4533
K091;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM AMARELO 1KV 90º;M;8.7995;4.62;3.8;0.0;0.025;8.445
K091;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 10,0MM AMARELO 1KV 90º;M;8.7995;5.5;3.6;0.0;0.025;9.125
K092;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM AMARELO 1KV 90º;M;1.3722;2.0;1.0;0.0;0.0133;3.0133
K092;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM AMARELO 1KV 90º;M;1.3722;1.1;1.5;0.0;0.016;2.616
K092;CH19M-HEPR/1KV FLEXIVEL;CABO ELETREFLEX HEPR 2,5MM AMARELO 1KV 90º;M;1.3722;1.32;1.5;0.0;0.016;2.8360000000000003
K093;CH19M-HEPR/1KV FLEXIVEL;CABO ELETRICO FLEX HEPR 95,0MM AMARELO 1KV 90º;M;0.0;0.0;0.0;0.0;0.0;0.0
